user,sku,category,query,click_time,query_time
4e46d93463e4705461f1b1a1e7e5acc4852e9a7d,1997145,pcmcat142900050010,"i pods","2011-10-07 00:08:45.318","2011-10-07 00:08:22.647"
4e46efd9c236e94cd8cae38a5015900b1465508c,8819763,abcat0107040,directv,"2011-10-26 00:28:19.158","2011-10-26 00:27:28.874"
4e46f792b5732bea340c056cb8684862f1ced7a3,9980225,abcat0905001,"Samsung dishwasher","2011-10-25 11:45:42.112","2011-10-25 11:45:22.543"
4e471eac7ca2916f655efdf055dfd8987437655c,5878963,abcat0410029,"dvd case","2011-10-26 00:17:12.595","2011-10-26 00:15:42.527"
4e4726b3e99e68fafa5409c6c7cdea28ff09c95d,2842092,pcmcat209000050008,"hp touch pad","2011-08-22 23:27:31.41","2011-08-22 23:27:03.723"
4e473c7c188680eb81829844b000698d69a7f01e,8698787,abcat0205009,"Rocketfish wireless","2011-09-24 15:43:15.096","2011-09-24 15:42:27.187"
4e473c7c188680eb81829844b000698d69a7f01e,2053245,pcmcat186600050004,"Rocketfish wireless","2011-09-24 15:45:07.589","2011-09-24 15:42:27.187"
4e4742a4c09f983e24d1cbc8f0847185d18706e0,9911636,pcmcat232900050029,"console xbox 360","2011-10-02 15:26:26.872","2011-10-02 15:24:32.394"
4e4742a4c09f983e24d1cbc8f0847185d18706e0,1162439,abcat0701001,"console xbox 360","2011-10-02 15:27:43.224","2011-10-02 15:24:32.394"
4e4743fbed1f3defd5a79be01925979007f3e257,6830842,abcat0201007,"itunes gift","2011-10-22 13:23:09.097","2011-10-22 13:22:57.297"
4e47452a82fc773dd0a3b985ca600aa1a8ccb0dc,3270143,pcmcat159300050003,"microsoft office 2007","2011-10-25 23:59:17.907","2011-10-25 23:58:58.763"
4e4760a60e7246ef95b3065a93bd7e7c97b8202e,7936503,cat02015,"The pianist","2011-08-26 17:15:11.792","2011-08-26 17:14:39.542"
4e4760a60e7246ef95b3065a93bd7e7c97b8202e,1219686,abcat0701001,1219686,"2011-09-05 06:27:29.978","2011-09-05 06:26:58.917"
4e4783496462e7b87efef8fa05d1ad5ffc7f8a29,1623093,abcat0801003,"ethernet card","2011-10-25 23:18:30.388","2011-10-25 23:17:42.058"
4e478db3c1dce68bdd29a58b1bfdadc6758a234e,1974633,abcat0715016,3ds,"2011-10-09 06:37:18.73","2011-10-09 06:34:43.302"
4e4792876808fc3e055562a234ae836cc15d2f42,2987072,pcmcat196400050015,"Smooth top white electric range","2011-10-14 09:53:13.719","2011-10-14 09:51:01.475"
4e47936ac9ae8cc38423b42547510a2f2165d8a8,1347887,pcmcat158900050018,Tv,"2011-08-14 01:17:23.08","2011-08-14 01:13:21.479"
4e479ca15c7d955823d227495e7c4ac2aaa2e5c1,1170999,cat02015,"Lord of the rings","2011-09-09 03:18:24.313","2011-09-09 03:16:06.925"
4e47a73b4cc62f53def777129a5007891b02d3b7,9539298,abcat0301014,"Garmin lifetime map updates","2011-09-07 07:56:58.919","2011-09-07 07:54:40.254"
4e47aee455ef4ab19ed7ac61cfd8ce20ddc81c85,2193408,pcmcat171900050023,notebook,"2011-10-25 23:28:51.09","2011-10-25 23:28:23.785"
4e47b216629ba4980236ac2edfbc324a6f621b8a,9999163600050003,pcmcat212600050011,"hp printer","2011-09-01 22:53:51.782","2011-09-01 22:53:28.577"
4e47b216629ba4980236ac2edfbc324a6f621b8a,7802844,abcat0410012,sd800is,"2011-09-21 22:58:04.799","2011-09-21 22:57:58.658"
4e47b216629ba4980236ac2edfbc324a6f621b8a,1229055,abcat0508025,photoshop,"2011-10-20 00:08:39.01","2011-10-20 00:08:12.064"
4e47b216629ba4980236ac2edfbc324a6f621b8a,9388833,abcat0205004,photoshop,"2011-10-20 00:09:59.754","2011-10-20 00:08:12.064"
4e47b216629ba4980236ac2edfbc324a6f621b8a,3086228,pcmcat187300050022,transformers,"2011-10-20 00:10:54.599","2011-10-20 00:10:26.39"
4e47b216629ba4980236ac2edfbc324a6f621b8a,7772225,abcat0903004,transformers,"2011-10-20 00:15:11.511","2011-10-20 00:10:26.39"
4e47b216629ba4980236ac2edfbc324a6f621b8a,9230548,abcat0307017,"power cord","2011-10-25 22:48:53.943","2011-10-25 22:47:04.186"
4e47b216629ba4980236ac2edfbc324a6f621b8a,8385669,cat02724,"nancy drew","2011-10-25 22:49:27.596","2011-10-25 22:49:10.518"
4e47b216629ba4980236ac2edfbc324a6f621b8a,7662095,cat09000,"nancy drew","2011-10-25 22:50:41.795","2011-10-25 22:49:10.518"
4e47b216629ba4980236ac2edfbc324a6f621b8a,2173065,abcat0701003,xbox360,"2011-10-26 00:38:00.475","2011-10-26 00:37:49.418"
4e47b216629ba4980236ac2edfbc324a6f621b8a,9383115,cat09000,xbox360,"2011-10-26 00:39:14.524","2011-10-26 00:37:49.418"
4e47b216629ba4980236ac2edfbc324a6f621b8a,9948357,pcmcat189600050009,xbox360,"2011-10-26 00:40:49.7","2011-10-26 00:37:49.418"
4e47b216629ba4980236ac2edfbc324a6f621b8a,2300417,pcmcat209400050001,xbox360,"2011-10-26 00:42:46.894","2011-10-26 00:37:49.418"
4e47c62dfc77632f46a893e3e247131d329fbe76,3061302,abcat0703001,"Play station","2011-08-26 18:55:12.871","2011-08-26 18:54:16.565"
4e47cd362e06a7c3f8aaf4ef5701c20452f9c7cb,9498386,abcat0208011,Sounddock,"2011-10-30 01:29:05.772","2011-10-30 01:26:42.03"
4e47d1cc89bf61c1095704051953c8612a0f9a04,1623912,pcmcat247400050000,"hp laptops","2011-09-09 15:38:30.919","2011-09-09 15:37:52.635"
4e47d1cc89bf61c1095704051953c8612a0f9a04,2715258,pcmcat247400050000,"hp laptops","2011-09-09 15:38:42.035","2011-09-09 15:37:52.635"
4e47d8b33dea6f697df0dde2c0093d48f12b8419,2577561,abcat0513001,"logitech m315","2011-09-28 11:00:19.211","2011-09-28 10:59:21.482"
4e47dd3fa4945a196ab58f0fe5c46b0e1fcb8c41,2633112,pcmcat212600050008,"HP Palilion Slimline desktop","2011-08-24 20:50:30.032","2011-08-24 20:49:57.433"
4e47dd88ec61a8403aaa964b37d27da09bd53590,8192699,abcat0410012,"nikon d80","2011-10-25 23:18:43.869","2011-10-25 23:18:11.184"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,2842092,pcmcat209000050008,"computer memory","2011-09-01 22:28:08.075","2011-09-01 22:28:01.096"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,9916464,pcmcat209400050001,"computer memory","2011-09-01 22:29:25.742","2011-09-01 22:28:01.096"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,2173144,abcat0102008,blu-ray,"2011-09-01 23:30:10.399","2011-09-01 23:29:47.217"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,9206511,pcmcat174700050005,"microsoft office 2003","2011-09-01 23:31:52.972","2011-09-01 23:31:37.64"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,9100652,cat02015,megadeth,"2011-09-01 23:33:40.136","2011-09-01 23:33:21.38"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,2180517,cat02015,megadeth,"2011-09-01 23:34:58.153","2011-09-01 23:33:21.38"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,2738295,abcat0404004,microsd,"2011-10-19 23:20:58.083","2011-10-19 23:20:35.862"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,8593774,abcat0914000,microsd,"2011-10-19 23:23:09.435","2011-10-19 23:20:35.862"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,8174263,pcmcat232900050017,sopranos,"2011-10-20 00:25:08.584","2011-10-20 00:24:15.571"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,1303083,abcat0508009,"office 2003","2011-10-20 00:26:39.273","2011-10-20 00:26:13.655"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,3677063,cat02702,joe,"2011-10-25 21:17:50.449","2011-10-25 21:17:26.145"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,8234092,cat09000,joe,"2011-10-25 21:19:12.384","2011-10-25 21:17:26.145"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,2193408,pcmcat171900050023,"power supply","2011-10-25 21:19:50.417","2011-10-25 21:19:32.895"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,2300417,pcmcat209400050001,esata,"2011-10-25 21:48:22.982","2011-10-25 21:44:58.264"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,1990451,pcmcat214700050000,"i phone","2011-10-25 23:05:25.38","2011-10-25 23:04:18.365"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,3612838,pcmcat222900050021,"i phone","2011-10-25 23:07:26.591","2011-10-25 23:04:18.365"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,3597874,abcat0811003,security,"2011-10-25 23:11:12.116","2011-10-25 23:10:25.01"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,9383115,cat09000,"linksys router","2011-10-25 23:59:29.183","2011-10-25 23:56:52.382"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,1344344,pcmcat232900050017,shuffle,"2011-10-26 00:00:02.176","2011-10-25 23:59:38.354"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,9892463,abcat0302037,subwoofer,"2011-10-26 00:48:21.982","2011-10-26 00:48:00.481"
4e47eea0d39d770a0d313e76435ab3e3f5d4fd2b,9249823,pcmcat241300050035,"james bond","2011-10-26 00:50:16.975","2011-10-26 00:49:03.728"
4e4831af2ec8bf7b0f7d3a7359e872d015b3946f,9422369,pcmcat144700050004,klipsch,"2011-09-26 10:26:53.731","2011-09-26 10:26:39.003"
4e48476dd6a059390e7cc7b2d505f344e81aaf67,7885817,pcmcat196400050016,"Slide in range","2011-10-29 15:40:29.848","2011-10-29 15:39:09.274"
4e484e8d2f429bc048f5e4760cf247daa7202bd4,3303069,pcmcat248500050020,"wii game system","2011-10-19 23:31:56.752","2011-10-19 23:31:44.456"
4e4859e4ff92d00f2081db8a8fc4e293bf38f074,9929459,cat02015,"rescue me","2011-10-13 12:03:23.377","2011-10-13 12:03:15.437"
4e485e21600919dcbe3ceace7953e1fa3e2064f9,3336831,abcat0202001,"car cd dvd player","2011-10-12 09:18:59.858","2011-10-12 09:18:47.153"
4e485e21600919dcbe3ceace7953e1fa3e2064f9,1981026,abcat0301002,"car cd dvd player","2011-10-12 09:21:04.011","2011-10-12 09:18:47.153"
4e487dbff38d0dea01f0ea8b435e71fc958b3572,2480366,abcat0107040,"universal remote","2011-10-20 00:25:36.706","2011-10-20 00:24:58.445"
4e48818726b0afd5d0a0e7f1bffabdd6fbda5bfa,1309078,pcmcat209700050013,"anti virus","2011-08-15 21:23:00.452","2011-08-15 21:20:53.038"
4e48824eba51975070d619ff6435f2df573fccdb,2473044,abcat0106001,"Tv stand","2011-09-27 22:14:42.257","2011-09-27 22:13:45.853"
4e48824eba51975070d619ff6435f2df573fccdb,1072343,abcat0106001,"Tv stand","2011-09-27 22:16:35.356","2011-09-27 22:13:45.853"
4e48824eba51975070d619ff6435f2df573fccdb,9276106,abcat0106001,"Tv stand","2011-09-27 22:18:01.542","2011-09-27 22:13:45.853"
4e48975c27344cf78af66a1b3c255e270542c9e7,9023095,pcmcat156400050037,cybershot,"2011-10-19 22:14:35.37","2011-10-19 22:14:04.845"
4e489a93fab13e17c614a027db3b0e13768b2afc,3158734,pcmcat230800050019,"Sony wireless headset","2011-09-05 13:57:57.895","2011-09-05 13:57:40.184"
4e48a4ccedd64ab9575acde753e4bff9e579d90f,2843037,abcat0101001,2843037,"2011-10-30 15:15:33.603","2011-10-30 15:15:23.861"
4e48a4ccedd64ab9575acde753e4bff9e579d90f,2257682,abcat0101001,2257682,"2011-10-30 15:20:44.791","2011-10-30 15:20:37.697"
4e48bda654561173206289e56be5e4831a92c519,2052088,pcmcat167300050040,"samsung sound bar","2011-10-31 00:45:11.566","2011-10-31 00:44:01.378"
4e48c02087bc9cd76db9a9e762eba302ef6243dc,9530199,pcmcat194500050006,"Sirius raido","2011-08-16 22:49:31.181","2011-08-16 22:45:52.601"
4e48c4de14531eb136780b6582dc0b0df567e695,1168955,pcmcat209400050001,"Epic touch 4g","2011-09-16 08:54:32.527","2011-09-16 08:54:03.11"
4e48cca6ec02318610002d637553c928f0f30c75,9497699,abcat0911006,"Vacuum clearner","2011-09-02 06:02:18.903","2011-09-02 06:01:31.033"
4e48cca6ec02318610002d637553c928f0f30c75,1208459,pcmcat144000050001,"iPod classic","2011-09-08 10:45:40.35","2011-09-08 10:44:55.674"
4e48cf26516eb7d57a7c244d64275d63b3a1cd23,2634175,pcmcat200200050000,310-1125y,"2011-10-01 14:14:19.065","2011-10-01 14:14:09.367"
4e48d8f65831f62048422e3fdf2c215f32a2e366,2805092,pcmcat247400050000,Laptops,"2011-10-01 17:13:04.396","2011-10-01 17:10:16.073"
4e48e7af49d302c14580b08d333d160efb45b80c,3133099,pcmcat214700050000,Lifeproof,"2011-10-10 19:26:53.328","2011-10-10 19:26:07.153"
4e48ea9261139ed1a9187f96a0488bbc46c941a5,9819884,pcmcat144700050004,"beats by dre","2011-10-30 23:19:15.851","2011-10-30 23:16:01.791"
4e48ec2e5d3a7f54ab611490b6e36c29a2eb4c9b,2821558,pcmcat247400050000,"hp dv6","2011-09-16 14:54:53.356","2011-09-16 14:53:37.026"
4e48fb7d2f490d3655621cbc5e2d0850bfffd0b5,9419621,abcat0912025,"wine enthusiasts","2011-09-24 18:19:19.986","2011-09-24 18:18:53.948"
4e48fd430730e981a3dccd799b4e461b3140061e,2817149,pcmcat247400050000,Lenovo,"2011-09-08 16:42:45.225","2011-09-08 16:41:53.866"
4e48fd430730e981a3dccd799b4e461b3140061e,3140113,abcat0508050,Parallels,"2011-10-26 19:18:15.591","2011-10-26 19:17:57.083"
4e48fd430730e981a3dccd799b4e461b3140061e,9359892,abcat0506001,"DDR sdram","2011-10-28 19:21:44.795","2011-10-28 19:21:05.634"
4e4907e9f21c8d3e68cbfb4258d0c7e745a153ba,2319197,pcmcat218000050000,ipad,"2011-10-07 16:23:49.181","2011-10-07 16:22:23.093"
4e490b77564f6062883cd94064adca89aca12795,1255905,cat02015,"Nightmare before Christmas","2011-09-09 22:40:45.319","2011-09-09 22:39:50.935"
4e490c0a2dcd67470e993dbab7108e8cb629096e,9811982,pcmcat223500050006,Printers,"2011-10-08 20:55:29.722","2011-10-08 20:54:00.075"
4e4914cdad9ec352739cab94258655755d273f5a,1222817,pcmcat186400050004,Dslr,"2011-09-25 21:01:47.356","2011-09-25 20:59:41.999"
4e49537fa3cccee7c000f19dce368e3b137a339c,2754052,pcmcat164200050013,LaborDay_Computers_20110902,"2011-09-03 15:12:44.032","2011-09-03 15:08:30.967"
4e49537fa3cccee7c000f19dce368e3b137a339c,2560082,pcmcat247400050000,LaborDay_Computers_20110902,"2011-09-03 15:12:48.699","2011-09-03 15:08:30.967"
4e4953d58bfb3b57392c9cf2ca2ffeea44da2c0a,3142315,cat02015,"Fast five DVD","2011-10-08 19:01:48.451","2011-10-08 19:00:37.195"
4e495b1b31d33a54f50a4dd8c7bb6f7b24cbb417,1689173,abcat0507011,Firewire,"2011-09-09 14:21:36.703","2011-09-09 14:21:07.973"
4e495b70f11e3e444ce71fc2e94c576da1a4cab2,8350802,abcat0503010,"Pci wireless card","2011-09-22 19:25:48.79","2011-09-22 19:23:38.907"
4e495b70f11e3e444ce71fc2e94c576da1a4cab2,6825457,abcat0503010,"Pci wireless card","2011-09-22 19:26:20.199","2011-09-22 19:23:38.907"
4e495f37c3df08c84f7d951e85a842db3e8129ad,3118197,pcmcat171900050028,Marley,"2011-09-06 11:54:53.079","2011-09-06 11:54:35.827"
4e49621a22d40816be10df568d39abb343e117c2,2024814,pcmcat209400050001,iphones,"2011-09-26 14:43:16.544","2011-09-26 14:40:22.231"
4e4969186ee35b5fcf0a5bca3fd108419c6a6837,1049236,pcmcat209400050001,"Iphone 4","2011-10-05 21:27:13.28","2011-10-05 21:26:05.259"
4e4974f7ec8b31cafa37c17361d3c36299bd0a7c,3230883,cat02015,wwe,"2011-10-19 23:24:58.854","2011-10-19 23:24:34.28"
4e4988d1813578e6f640ed1223fefff4a53ba970,9246862,pcmcat246100050002,"bluetooth earphones","2011-10-14 20:16:43.005","2011-10-14 20:16:16.065"
4e498bde86fa56874000405f080a870899e08a44,2613118,abcat0707002,"star fox","2011-09-09 07:53:56.34","2011-09-09 07:53:43.068"
4e498ebbdcce64425bc15983170e2716256e1469,3441067,pcmcat247400050000,OnlineMidnightSale_Computers_Tablets,"2011-10-26 23:07:32.592","2011-10-26 23:05:21.237"
4e4990e8e089f0c9c630896cb4d637d78782c851,9612947,abcat0513004,kensington,"2011-10-26 00:28:08.379","2011-10-26 00:27:50.719"
4e49915ff4b10e91936a86f57768084842b311b7,1272483,abcat0701012,"xbox live","2011-10-26 00:23:30.558","2011-10-26 00:22:44.385"
4e49aaa64c02fa0916100dc6fdcd4f12241e7d0f,2893174,abcat0101001,"lcd tv","2011-10-29 15:17:06.378","2011-10-29 15:17:02.324"
4e49b5a6a79112e418f6ba675845d7c38a341632,2044104,abcat0401004,"Canon powershot","2011-08-20 16:08:55.431","2011-08-20 16:07:57.18"
4e49b5a6a79112e418f6ba675845d7c38a341632,1218369,abcat0401002,"Canon powershot","2011-08-20 16:09:31.172","2011-08-20 16:07:57.18"
4e49b5a6a79112e418f6ba675845d7c38a341632,2030078,abcat0401004,"Canon powershot","2011-08-22 17:07:27.215","2011-08-22 17:06:13.248"
4e49e927efecfdc6deb30bde823baaf981405065,1155475,pcmcat171900050029,"iPhone cases","2011-09-26 06:33:41.498","2011-09-26 06:32:31.937"
4e49e927efecfdc6deb30bde823baaf981405065,9347389,pcmcat171900050029,"iPhone cases","2011-09-26 06:36:03.412","2011-09-26 06:32:31.937"
4e49e927efecfdc6deb30bde823baaf981405065,1259365,pcmcat183800050006,"MacBook battery","2011-10-13 17:15:59.57","2011-10-13 17:15:43.476"
4e49ebd6eb1495460859e9805a418c0c1895ea74,2138389,abcat0101001,40e210u,"2011-09-05 18:01:43.234","2011-09-05 18:01:24.324"
4e49edb8c8f7fe507c6cd14f8238b8c964ba2dfe,3133099,pcmcat214700050000,"Iifeproof iPhone","2011-10-16 20:14:21.609","2011-10-16 20:14:16.762"
4e49f81fbfde4d1e704a28e4a3c68b517c54bcec,6736446,cat02015,"Watcher in the woods","2011-10-25 17:06:19.59","2011-10-25 17:06:09.781"
4e4a05d7f04f9524f87e88ed802a8cf44f9a8b84,2658068,pcmcat212600050008,Mac,"2011-10-28 01:58:25.087","2011-10-28 01:56:29.381"
4e4a0d111277fbd53a280823337f3e6ea3b6368c,9320273,pcmcat238900050004,"Computer table","2011-10-16 20:35:14.205","2011-10-16 20:34:53.259"
4e4a21ddbcce30cec13c96bd5eef1a45620ac722,9840213,cat02015,"Leap year","2011-09-14 20:23:19.593","2011-09-14 20:22:52.027"
4e4a26f2f94a9cc2397a79ea637b16cd4ce2f490,2636067,cat02015,Scarface,"2011-09-06 08:51:46.066","2011-09-06 08:51:23.819"
4e4a26f2f94a9cc2397a79ea637b16cd4ce2f490,9744971,pcmcat166000050027,Tvo,"2011-09-08 15:19:49.945","2011-09-08 15:19:27.734"
4e4a38719cc10d65417b56cc6fc4b90996cd9771,2863978,cat02015,"Beauty and the beast","2011-08-17 23:50:38.092","2011-08-17 23:49:33.923"
4e4a38719cc10d65417b56cc6fc4b90996cd9771,1229522,abcat0508030,Ancestry,"2011-08-23 12:35:54.873","2011-08-23 12:35:24.26"
